question_ref,id,answer,timestamp,user_id,necessary,validity,map_count,question_text,spatial_relationship,noinfo_reason,expected_answer,count
q_1071,752,South West,2025-08-26 01:04:58.095907+00,15,yes,Can be answered,Multi,"Around the North Chicago Storm Sewer Project area, in which direction is the westernmost 'Staging Area' located relative to the 'Naval Station Great Lakes'?",Orientation,,South West,3
q_1073,237,TENANT STREET,2025-08-21 21:36:11.728479+00,22,yes,Can be answered,Multi,"In Cape Town, on which street do Area 1 and Area 6 border each other near District Six LSDF?",Border,,TENANT STREET,3
q_1073,397,TENANT,2025-08-22 10:56:50.099998+00,18,yes,Can be answered,Multi,"In Cape Town, on which street do Area 1 and Area 6 border each other near District Six LSDF?",Border,,TENANT STREET,3
q_1073,927,Tenant,2025-08-27 01:29:50.902781+00,19,yes,Can be answered,Multi,"In Cape Town, on which street do Area 1 and Area 6 border each other near District Six LSDF?",Border,,TENANT STREET,3
q_1074,238,3,2025-08-21 21:36:34.435884+00,22,yes,Can be answered,Multi,"In the Aurora Ave and 97th Residential Urban Village of Seattle, which Safety Audit Team's route is intersected by N. 105 Ave? Answer with the team number.",Intersect,,3,3
q_1074,971,3,2025-08-27 05:16:37.719093+00,21,no,Can be answered,Multi,"In the Aurora Ave and 97th Residential Urban Village of Seattle, which Safety Audit Team's route is intersected by N. 105 Ave? Answer with the team number.",Intersect,,3,3
q_1074,1028,3,2025-08-27 23:18:43.454416+00,20,,Can be answered,Multi,"In the Aurora Ave and 97th Residential Urban Village of Seattle, which Safety Audit Team's route is intersected by N. 105 Ave? Answer with the team number.",Intersect,,3,3
q_1075,239,South East,2025-08-21 21:36:53.780535+00,22,yes,Can be answered,Multi,Identify the '121–166' 'Elevation (unit: feet)' lines within the '5-min walkshed' of Seattle. What is the orientation of these lines relative to 'Lake Union'?,Orientation,,South,3
q_1075,920,South,2025-08-27 01:24:06.948448+00,13,yes,Can be answered,Multi,Identify the '121-166' 'Elevation (unit: feet)' lines within the '5-min walkshed' of Seattle. What is the orientation of these lines relative to 'Lake Union'?,Orientation,,South,3
q_1075,982,South,2025-08-27 05:37:24.687462+00,12,yes,Can be answered,Multi,Identify the '121-166' 'Elevation (unit: feet)' lines within the '5-min walkshed' of Seattle. What is the orientation of these lines relative to 'Lake Union'?,Orientation,,South,3
q_1077,241,Golf Course River,2025-08-21 21:38:42.496029+00,22,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the name of the river that intersects the Golf Course area?",Intersect,,Golf Course River,3
q_1077,771,Golf Course River,2025-08-26 01:57:11.799571+00,16,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the name of the 'Stormwater System' that intersects the 'Golf Course' area?",Intersect,,Golf Course River,3
q_1077,860,Golf Course River,2025-08-26 05:05:49.944859+00,17,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the name of the 'Stormwater System' that intersects the 'Golf Course' area?",Intersect,,Golf Course River,3
q_1078,242,North West,2025-08-21 21:39:19.230078+00,22,yes,Can be answered,Multi,"In Cape Town, near the District Six LSDF, what is the orientation of location 4 relative to the PHILIP KGOSANA?",Orientation,,North West,3
q_1078,398,North West,2025-08-22 10:57:28.874606+00,18,yes,Can be answered,Multi,"In Cape Town, near the District Six LSDF, what is the orientation of location 4 relative to the PHILIP KGOSANA?",Orientation,,North West,3
q_1078,929,North West,2025-08-27 01:31:20.934206+00,19,yes,Can be answered,Multi,"In Cape Town, near the District Six LSDF, what is the orientation of location 4 relative to the PHILIP KGOSANA?",Orientation,,North West,3
q_1079,243,Other Shoreline Areas,2025-08-21 21:40:30.920935+00,22,yes,Can be answered,Multi,"In Seattle, WA, which type of shoreline area borders the southwestern boundary of UW?",Border,,Other Shoreline Areas,3
q_1079,972,Other Shoreline Areas,2025-08-27 05:25:43.07982+00,21,yes,Can be answered,Multi,"In Seattle, WA, which type of shoreline area borders the southwestern boundary of UW?",Border,,Other Shoreline Areas,3
q_1079,1029,Other Shoreline Areas,2025-08-27 23:19:55.024581+00,20,yes,Can be answered,Multi,"In Seattle, WA, which type of shoreline area borders the southwestern boundary of UW?",Border,,Other Shoreline Areas,3
q_1080,244,East,2025-08-21 21:41:28.2295+00,22,yes,Can be answered,Multi,"In the CRFREE Project, in which direction is the 'Intermittent Drainage Channel (MFCA)' located relative to the 'CARMEL MEADOWS PUMP STATION'?",Orientation,,East,3
q_1080,922,East,2025-08-27 01:26:04.415794+00,13,yes,Can be answered,Multi,"In the CRFREE Project, in which direction is the 'Intermittent Drainage Channel (MFCA)' located relative to the 'CARMEL MEADOWS PUMP STATION'?",Orientation,,East,3
q_1080,984,East,2025-08-27 05:39:38.326871+00,12,yes,Can be answered,Multi,"In the CRFREE Project, in which direction is the 'Intermittent Drainage Channel (MFCA)' located relative to the 'CARMEL MEADOWS PUMP STATION'?",Orientation,,East,3
q_1081,245,California State Parks,2025-08-21 21:43:22.810841+00,22,yes,Can be answered,Multi,The CRFREE Project Area/Vicinity and Parcels are classified into one of six types. What type of Project Area/Vicinity and Parcels is the Project Component of the 'State Parks Barn Complex'?,Equal,,California State Parks,3
q_1081,495,California State Parks,2025-08-24 03:28:34.562855+00,14,yes,Can be answered,Multi,The CRFREE Project Area/Vicinity and Parcels are classified into one of six types. What type of Project Area/Vicinity and Parcels is the 'State Parks Barn Complex'?,Equal,,California State Parks,3
q_1081,754,California State Parks,2025-08-26 01:07:47.903057+00,15,yes,Can be answered,Multi,The CRFREE Project Area/Vicinity and Parcels are classified into one of six types. What type of Project Area/Vicinity and Parcels is the 'State Parks Barn Complex'?,Equal,,California State Parks,3
q_1082,246,North West,2025-08-21 21:43:49.714007+00,22,yes,Can be answered,Multi,"Within the 'Coastal Zone of Texas', identify the 'AKEVIEW' area. In the A3A Detention Pond, Texas, what is the orientation of the 'Wood Chip Disposal Area' relative to 'AKEVIEW'?",Orientation,,North West,3
q_1082,773,North West,2025-08-26 02:06:08.187476+00,16,yes,Can be answered,Multi,"Within the 'Coastal Zone of Texas', identify the 'AKEVIEW' area. In the A3A Detention Pond, Texas, what is the orientation of the 'Wood Chip Disposal Area' relative to 'AKEVIEW'?",Orientation,,North West,3
q_1082,861,North West,2025-08-26 05:06:06.719701+00,17,yes,Can be answered,Multi,"Within the 'Coastal Zone of Texas', identify the 'AKEVIEW' area. In the A3A Detention Pond, Texas, what is the orientation of the 'Wood Chip Disposal Area' relative to 'AKEVIEW'?",Orientation,,North West,3
q_1083,247,SAN JUAN CO.,2025-08-21 21:45:12.672347+00,22,yes,Can be answered,Multi,"Surrounding the La Vida Mission of New Mexico, which county is the Lake Valley School located in?",Equal,,SAN JUAN CO,3
q_1083,399,SAN JUAN,2025-08-22 10:58:16.813474+00,18,yes,Can be answered,Multi,"Surrounding the La Vida Mission of New Mexico, which county (CO.) is the Lake Valley School located in?",Equal,,SAN JUAN CO,3
q_1083,930,SAN JUAN CO,2025-08-27 01:32:25.563809+00,19,yes,Can be answered,Multi,"Surrounding the La Vida Mission of New Mexico, which county (CO.) is the Lake Valley School located in?",Equal,,SAN JUAN CO,3
q_1084,248,5,2025-08-21 21:45:40.531004+00,22,yes,Can be answered,Multi,"Based on the Classification of Shellfish Production Areas, how many locations categorized as 'A: Can be collected for direct human consumption' are in the 'North Western (b)' area of Ireland?",Within,,5,3
q_1084,974,5,2025-08-27 05:27:48.908873+00,21,yes,Can be answered,Multi,"Based on the Classification of Shellfish Production Areas, how many locations categorized as 'A: Can be collected for direct human consumption' are in the 'North Western (b)' area of Ireland?",Within,,5,3
q_1084,1030,5,2025-08-27 23:20:33.276253+00,20,yes,Can be answered,Multi,"Based on the Classification of Shellfish Production Areas, how many locations categorized as 'A: Can be collected for direct human consumption' are in the 'North Western (b)' area of Ireland?",Within,,5,3
q_1086,250,Hogaboom Road,2025-08-21 21:48:05.677938+00,22,yes,Can be answered,Multi,"In the A3A Detention Pond, Port Arthur, Jefferson County, TX, what is the name of the road that intersects the 'Project Benefit Area' boundary line?",Intersect,,Hogaboom Road,3
q_1086,498,Hogaboom Road,2025-08-24 04:45:13.431775+00,14,yes,Can be answered,Multi,"In the A3A Detention Pond, Port Arthur, Jefferson County, TX, what is the name of the road that intersects the 'Project Benefit Area' boundary line?",Intersect,,Hogaboom Road,3
q_1086,756,Hogaboom Road,2025-08-26 01:09:55.204572+00,15,yes,Can be answered,Multi,"In the A3A Detention Pond, Port Arthur, Jefferson County, TX, what is the name of the road that intersects the 'Project Benefit Area' boundary line?",Intersect,,Hogaboom Road,3
q_1087,251,Anthropogenic Noise,2025-08-21 21:48:29.065691+00,22,yes,Can be answered,Multi,"In Ireland, which type of Noise In Quiet Area overlaps the most with artificial areas?",Within,,Anthropogenic Noise,3
q_1087,777,Anthropogenic Noise,2025-08-26 02:17:30.620925+00,16,yes,Can be answered,Multi,"In Ireland, which type of Noise In Quiet Area overlaps the most with artificial areas?",Within,,Anthropogenic Noise,3
q_1087,862,Anthropogenic Noise,2025-08-26 05:06:22.830003+00,17,yes,Can be answered,Multi,"In Ireland, which type of Noise In Quiet Area overlaps the most with artificial areas?",Within,,Anthropogenic Noise,3
q_1088,252,District Node,2025-08-21 21:50:11.268377+00,22,yes,Can be answered,Multi,"In Cape Town, near Greater Blue Downs District, what type of Node is the MVSA & MURP - Tier 2 Priority point in MFULENI area located in?",Equal,,District Node,3
q_1088,400,District node,2025-08-22 10:58:54.617117+00,18,yes,Can be answered,Multi,"In Cape Town, near Greater Blue Downs District, what type of Node is the MVSA & MURP - Tier 2 Priority point in MFULENI area located in?",Equal,,District Node,3
q_1088,931,District Node,2025-08-27 01:32:37.348265+00,19,yes,Can be answered,Multi,"In Cape Town, near Greater Blue Downs District, what type of Node is the MVSA & MURP - Tier 2 Priority point in MFULENI area located in?",Equal,,District Node,3
q_1089,253,Moderate,2025-08-21 21:51:33.254195+00,22,yes,Can be answered,Multi,What type of Aquifer Productivity does the southwest side of BLAAUWBERG CONSERVATION AREA in Cape Town belong to?,Equal,,Moderate,3
q_1089,977,Moderate,2025-08-27 05:33:03.492208+00,21,yes,Can be answered,Multi,What level of 'Aquifers Productivity' does the southwest side of BLAAUWBERG CONSERVATION AREA in Cape Town belong to?,Equal,,Moderate,3
q_1089,1031,Moderate,2025-08-27 23:22:18.425407+00,20,,Can be answered,Multi,What level of 'Aquifers Productivity' does the southwest side of BLAAUWBERG CONSERVATION AREA in Cape Town belong to?,Equal,,Moderate,3
q_1090,254,North East,2025-08-21 21:53:42.333473+00,22,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the orientation of the Rationalise Interaction in North Entrance Precinct relative to the westernmost point of MONEX WATERFRONT?",Orientation,,North East,3
q_1090,928,North East,2025-08-27 01:31:17.872965+00,13,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the orientation of the 'Rationalise Intersection' in North Entrance Precinct relative to the westernmost point of MONEX WATERFRONT?",Orientation,,North East,3
q_1090,990,North East,2025-08-27 05:51:33.459594+00,12,yes,Map doesn't contain information to answer the question,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the orientation of the 'Rationalise Intersection' in North Entrance Precinct relative to the westernmost point of MONEX WATERFRONT?",Orientation,"Question canbe answered, but there is no Cape Town in the map",North East,3
q_1093,401,South,2025-08-22 10:59:06.260084+00,18,,Can be answered,Single,What is the orientation of 'Bryan Palmer & Barry Maust' in relation to 'Gary Blocher' within the Meyersdale Study Area?,Orientation,,South,3
q_1093,737,South,2025-08-25 21:56:22.720263+00,23,,Can be answered,Single,What is the orientation of 'Bryan Palmer & Barry Maust' in relation to 'Gary Blocher' within the Meyersdale Study Area?,Orientation,,South,3
q_1093,932,South,2025-08-27 01:32:47.467475+00,19,,Can be answered,Single,What is the orientation of 'Bryan Palmer & Barry Maust' in relation to 'Gary Blocher' within the Meyersdale Study Area?,Orientation,,South,3
q_1095,741,60,2025-08-26 00:37:12.931423+00,23,,Can be answered,Single,What is the dominant travel time range of the 'Paya Lebar' region? The ranges are labeled in the format 'minimum mins < Travel Time ≤ maximum mins.' Provide only the maximum value in minutes.,Within,,60,3
q_1095,936,60,2025-08-27 01:33:58.616643+00,13,,Can be answered,Single,What is the dominant travel time range of the 'Paya Lebar' region? The ranges are labeled in the format 'minimum mins < Travel Time < maximum mins.' Provide only the maximum value in minutes.,Within,,60,3
q_1095,992,60mins,2025-08-27 05:52:12.928083+00,12,,Can be answered,Single,What is the dominant travel time range of the 'Paya Lebar' region? The ranges are labeled in the format 'minimum mins < Travel Time < maximum mins.' Provide only the maximum value in minutes.,Within,,60,3
q_1097,750,South West,2025-08-26 00:58:39.95148+00,23,,Can be answered,Single,The mines 'Mine No. 4 - ALES-055797' and 'Blue Creek Mine No. 1 - ALES-056519' are divided into multiple smaller blocks. What is the orientation of the southernmost block(s) of Blue Creek Mine No. 1 relative to the northernmost block(s) of Mine No. 4?,Orientation,,South West,3
q_1097,781,South West,2025-08-26 02:28:14.134098+00,16,,Can be answered,Single,The mines 'Mine No. 4 - ALES-055797' and 'Blue Creek Mine No. 1 - ALES-056519' are divided into multiple smaller blocks. What is the orientation of the southernmost block(s) of Blue Creek Mine No. 1 relative to the northernmost block(s) of Mine No. 4?,Orientation,,South West,3
q_1097,866,South West,2025-08-26 05:10:02.333145+00,17,,Can be answered,Single,The mines 'Mine No. 4 - ALES-055797' and 'Blue Creek Mine No. 1 - ALES-056519' are divided into multiple smaller blocks. What is the orientation of the southernmost block(s) of Blue Creek Mine No. 1 relative to the northernmost block(s) of Mine No. 4?,Orientation,,South West,3
q_1098,402,A; C; D,2025-08-22 10:59:19.992148+00,18,,Can be answered,Single,"In the Joint Compatibility Transportation Plan, 'Level of Service (LOS)' points are categorized into six levels. Identify the LOS points located on the border of Naval Base Kitsap-Bremerton. What are their categories?",Intersect,,A; C; D,3
q_1098,755,A; C; D,2025-08-26 01:09:13.116018+00,23,,Can be answered,Single,"In the Joint Compatibility Transportation Plan, 'Level of Service (LOS)' points are categorized into six levels. Identify the LOS points located on the border of Naval Base Kitsap-Bremerton. What are their categories?",Intersect,,A; C; D,3
q_1098,933,A; C; D,2025-08-27 01:33:03.815027+00,19,,Can be answered,Single,"In the Joint Compatibility Transportation Plan, 'Level of Service (LOS)' points are categorized into six levels. Identify the LOS points located on the border of Naval Base Kitsap-Bremerton. What are their categories?",Intersect,,A; C; D,3
q_1100,758,T-33-C; T-29-A,2025-08-26 01:21:17.344839+00,23,yes,Can be answered,Multi,"Each 'Burn Unit' area is assigned a code (e.g., T-29-A, 4.4 D). Identify the edge of LC-39A in which the Air Separation Unit is located along. Which Burn Unit Boundaries share a border with this side of the LC-39A boundary? Provide their codes.",Border,,T-33-C; T-29-A,3
q_1100,941,T-33-C; T-29-A,2025-08-27 01:36:14.220941+00,13,yes,Can be answered,Multi,"Each 'Burn Unit' area is assigned a code (e.g., T-29-A, 4.4 D). Identify the edge of LC-39A in which the Air Separation Unit is located along. Which Burn Unit Boundaries share a border with this side of the LC-39A boundary? Provide their codes.",Border,,T-33-C; T-29-A,3
q_1100,993,T-33-C; T-29-A,2025-08-27 05:53:36.126866+00,12,yes,Can be answered,Multi,"Each 'Burn Unit' area is assigned a code (e.g., T-29-A, 4.4 D). Identify the edge of LC-39A in which the Air Separation Unit is located along. Which Burn Unit Boundaries share a border with this side of the LC-39A boundary? Provide their codes.",Border,,T-33-C; T-29-A,3
q_1102,761,New Rail System,2025-08-26 01:27:04.032367+00,23,yes,Can be answered,Multi,The Conceptual Site Plan at SLC-6 proposes four types of 'New' areas. Which type of 'New' area does the 'North Drainage' line intersect?,Intersect,,New Rail System,3
q_1102,782,New Rail System,2025-08-26 02:29:50.133642+00,16,yes,Can be answered,Multi,The Conceptual Site Plan at SLC-6 proposes four types of 'New' areas. Which type of 'New' area does the 'North Drainage' line intersect?,Intersect,,New Rail System,3
q_1102,867,New Rail System,2025-08-26 05:10:19.421418+00,17,yes,Can be answered,Multi,The Conceptual Site Plan at SLC-6 proposes four types of 'New' areas. Which type of 'New' area does the 'North Drainage' line intersect?,Intersect,,New Rail System,3
q_1103,403,South CA Cascades Zone,2025-08-22 11:07:05.816466+00,18,yes,Can be answered,Multi,"Areas within the NSO Eastern Boundary are assigned a name (e.g., South CA Coast). What is the name of the area that shares a border with the 'Sierra Nevada' CSO Range?",Border,,South CA Cascades Zone,3
q_1103,762,South CA Cascades Zone,2025-08-26 01:29:24.928263+00,23,yes,Can be answered,Multi,"Areas within the NSO Eastern Boundary are assigned a name (e.g., South CA Coast). What is the name of the area that shares a border with the 'Sierra Nevada' CSO Range?",Border,,South CA Cascades Zone,3
q_1103,934,South CA Cascades Zone,2025-08-27 01:33:35.422216+00,19,yes,Can be answered,Multi,"Areas within the NSO Eastern Boundary are assigned a name (e.g., South CA Coast). What is the name of the area that shares a border with the 'Sierra Nevada' CSO Range?",Border,,South CA Cascades Zone,3
q_1104,764,BSMHF; MNFd,2025-08-26 01:32:45.328884+00,23,yes,Can be answered,Multi,Identify the eastern area of 'Decommissioning Sub-Alternative 2B'. Which 'Community Type's overlap this area? Provide the letter codes shown on the map.,Equal,,MNFd; BSMHF,3
q_1104,983,BSMHF; MNFd,2025-08-27 05:38:03.130578+00,21,yes,Can be answered,Multi,Identify the eastern area of 'Decommissioning Sub-Alternative 2B'. Which 'Community Type's overlap this area? Provide the letter codes shown on the map.,Equal,,MNFd; BSMHF,3
q_1104,1034,BSMHF; MNFd,2025-08-27 23:26:36.618416+00,20,yes,Can be answered,Multi,Identify the eastern area of 'Decommissioning Sub-Alternative 2B'. Which 'Community Type's overlap this area? Provide the letter codes shown on the map.,Equal,,MNFd; BSMHF,3
q_1105,765,400Miles,2025-08-26 01:34:04.06315+00,23,,Can be answered,Single,Identify the inner hole area within the 'Approved Landing Area'. What is the approximate distance from the boundary of this hole area to the 'SLC-4/SLC-6' point?,Distance,,450 Miles,3
q_1105,947,400Miles,2025-08-27 01:37:53.934972+00,13,,Map doesn't contain information to answer the question,Single,Identify the inner hole area within the 'Approved Landing Area'. What is the approximate distance from the boundary of this hole area to the 'SLC-4/SLC-6' point?,Distance,"""inner hole area"" is too ambiguous",450 Miles,3
q_1105,995,400 miles,2025-08-27 05:55:05.836603+00,12,,Can be answered,Single,Identify the inner hole area within the 'Approved Landing Area'. What is the approximate distance from the boundary of this hole area to the 'SLC-4/SLC-6' point?,Distance,,450 Miles,3
q_1107,772,6,2025-08-26 02:03:52.462405+00,23,yes,Can be answered,Multi,Each 'Landing Zone' within the Tinian Military Lease Area is labeled with a number. Identify the 'Existing Restricted Area' located nearest to 96th Street. Which Landing Zone is closest to this area? Provide only the Landing Zone number.,Distance,,6,3
q_1107,783,6,2025-08-26 02:33:14.605399+00,16,yes,Can be answered,Multi,Each 'Landing Zone' within the Tinian Military Lease Area is labeled with a number. Identify the 'Existing Restricted Area' located nearest to 96th Street. Which Landing Zone is closest to this area? Provide only the Landing Zone number.,Distance,,6,3
q_1107,868,6,2025-08-26 05:10:41.545872+00,17,yes,Can be answered,Multi,Each 'Landing Zone' within the Tinian Military Lease Area is labeled with a number. Identify the 'Existing Restricted Area' located nearest to 96th Street. Which Landing Zone is closest to this area? Provide only the Landing Zone number.,Distance,,6,3
q_1109,775,DMMU 3; DMMU 5; DMMU 6; DMMU 8,2025-08-26 02:13:02.620382+00,23,,Can be answered,Single,Each Dredged Material Management Unit (DMMU) along the Inner Harbor Navigation Canal is assigned a number. Which DMMUs share a boundary with 'DMMU 4'? Answer in the form DMMU #.,Border,,DMMU 3; DMMU 5; DMMU 6; DMMU 8,3
q_1109,985,DMMU 3; DMMU 5; DMMU 6; DMMU 8,2025-08-27 05:40:06.540236+00,21,,Can be answered,Single,Each Dredged Material Management Unit (DMMU) along the Inner Harbor Navigation Canal is assigned a number. Which DMMUs share a boundary with 'DMMU 4'? Answer in the form DMMU #.,Border,,DMMU 3; DMMU 5; DMMU 6; DMMU 8,3
q_1109,1035,DMMU 3; DMMU 5; DMMU 6; DMMU 8,2025-08-27 23:27:16.269763+00,20,,Can be answered,Single,Each Dredged Material Management Unit (DMMU) along the Inner Harbor Navigation Canal is assigned a number. Which DMMUs share a boundary with 'DMMU 4'? Answer in the form DMMU #.,Border,,DMMU 3; DMMU 5; DMMU 6; DMMU 8,3
q_1111,634,North,2025-08-25 04:17:07.279335+00,14,yes,Can be answered,Multi,"Within the Tinian Military Lease Area, what is the orientation of the 'General Groundwater Directional Flow' arrow that passes through the 'North Lowland' Physiographic Area?",Orientation,,North East,3
q_1111,778,North East,2025-08-26 02:18:22.780179+00,23,yes,Can be answered,Multi,"Within the Tinian Military Lease Area, what is the orientation of the 'General Groundwater Directional Flow' arrow that passes through the 'North Lowland' Physiographic Area?",Orientation,,North East,3
q_1111,885,North East,2025-08-26 06:03:33.839937+00,15,yes,Can be answered,Multi,"Within the Tinian Military Lease Area, what is the orientation of the 'General Groundwater Directional Flow' arrow that passes through the 'North Lowland' Physiographic Area?",Orientation,,North East,3
q_1112,779,North West,2025-08-26 02:21:12.861522+00,23,yes,Can be answered,Multi,Identify the line segment that connects the two 'Study Intersection' points along the 'Truck Route.' What is the orientation of this segment relative to the 'Existing Warehouse Area' within the Eagle Pass City Boundary?,Orientation,,North West,3
q_1112,784,North West,2025-08-26 02:37:02.828341+00,16,yes,Can be answered,Multi,Identify the line segment that connects the two 'Study Intersection' points along the 'Truck Route.' What is the orientation of this segment relative to the 'Existing Warehouse Area' within the Eagle Pass City Boundary?,Orientation,,North West,3
q_1112,869,North West,2025-08-26 05:10:58.211184+00,17,yes,Can be answered,Multi,Identify the line segment that connects the two 'Study Intersection' points along the 'Truck Route.' What is the orientation of this segment relative to the 'Existing Warehouse Area' within the Eagle Pass City Boundary?,Orientation,,North West,3
q_1114,788,5,2025-08-26 02:45:08.618358+00,23,yes,Can be answered,Multi,Identify the 'Previously Recorded Historic Structure (Demolished)' point labeled '911 Deslonde Street'. Which 'Streetscape Photo Point' number is located closest to this structure?,Distance,,5,3
q_1114,986,5,2025-08-27 05:42:40.925543+00,21,yes,Can be answered,Multi,Identify the 'Previously Recorded Historic Structure (Demolished)' point labeled '911 Deslonde Street'. Which 'Streetscape Photo Point' number is located closest to this structure?,Distance,,5,3
q_1114,1036,5,2025-08-27 23:28:24.616937+00,20,yes,Can be answered,Multi,Identify the 'Previously Recorded Historic Structure (Demolished)' point labeled '911 Deslonde Street'. Which 'Streetscape Photo Point' number is located closest to this structure?,Distance,,5,3
q_1115,790,T-3,2025-08-26 02:47:36.818435+00,23,yes,Can be answered,Multi,Identify the 'Water Quality Assessment – 303(d)' areas around the NAVBASE Kitsap-Bremerton. Which 'FGTS Truck Freight Corridors' line does one of these areas touch with? Answer with the part before the colon.,Border,,T-3,3
q_1115,949,T-3,2025-08-27 01:44:03.515838+00,13,yes,Can be answered,Multi,Identify the 'Water Quality Assessment - 303(d)' areas around the NAVBASE Kitsap-Bremerton. Which 'FGTS Truck Freight Corridors' line does one of these areas touch with? Answer with the part before the colon.,Border,,T-3,3
q_1115,1001,T-3,2025-08-27 06:00:20.643134+00,12,yes,Can be answered,Multi,Identify the 'Water Quality Assessment - 303(d)' areas around the NAVBASE Kitsap-Bremerton. Which 'FGTS Truck Freight Corridors' line does one of these areas touch with? Answer with the part before the colon.,Border,,T-3,3
q_1118,406,8,2025-08-22 11:13:54.406568+00,18,yes,Can be answered,Multi,Each 'Delineated Wetland' area is labeled with a unit code in the form W#. Which delineated wetland does the boundary of the 'Green Island Coastal Barrier Resource System' cross? Provide only the number.,Intersect,,8,3
q_1118,799,8,2025-08-26 03:06:41.824977+00,23,yes,Can be answered,Multi,Each 'Delineated Wetland' area is labeled with a unit code in the form W#. Which delineated wetland does the boundary of the 'Green Island Coastal Barrier Resource System' cross? Provide only the number.,Intersect,,8,3
q_1118,938,8,2025-08-27 01:34:16.303371+00,19,yes,Can be answered,Multi,Each 'Delineated Wetland' area is labeled with a unit code in the form W#. Which delineated wetland does the boundary of the 'Green Island Coastal Barrier Resource System' cross? Provide only the number.,Intersect,,8,3
q_1119,801,T20; T22; T16,2025-08-26 03:08:59.131255+00,23,yes,Can be answered,Multi,"In Tinian, each 'Noise Sensitive Receptor' is assigned a unique code in the format {Letter}{Number} (e.g., T18). Which Noise Sensitive Receptors are located within both the '115 dBP' Explosive Equipment boundary and the '87 dBP' M2 boundary?",Within,,T16; T22; T20,3
q_1119,988,T20; T22; T16,2025-08-27 05:46:10.780327+00,21,yes,Can be answered,Multi,"In Tinian, each 'Noise Sensitive Receptor' is assigned a unique code in the format {Letter}{Number} (e.g., T18). Which Noise Sensitive Receptors are located within both the '115 dBP' Explosive Equipment boundary and the '87 dBP' M2 boundary?",Within,,T16; T22; T20,3
q_1119,1037,T20; T16; T22,2025-08-27 23:29:33.985995+00,20,yes,Can be answered,Multi,"In Tinian, each 'Noise Sensitive Receptor' is assigned a unique code in the format {Letter}{Number} (e.g., T18). Which Noise Sensitive Receptors are located within both the '115 dBP' Explosive Equipment boundary and the '87 dBP' M2 boundary?",Within,,T16; T22; T20,3
q_1122,787,East,2025-08-26 02:44:37.266763+00,16,,Can be answered,Single,What is the orientation of the 'Water Tower' in relation to the 'Existing Mobile Assembly Shelter (to be demolished)' in the site plan of SLC-6?,Orientation,,East,3
q_1122,805,East,2025-08-26 03:22:17.75734+00,23,,Can be answered,Single,What is the orientation of the 'Water Tower' in relation to the 'Existing Mobile Assembly Shelter (to be demolished)' in the site plan of SLC-6?,Orientation,,East,3
q_1122,873,East,2025-08-26 05:13:24.790314+00,17,,Can be answered,Single,What is the orientation of the 'Water Tower' in relation to the 'Existing Mobile Assembly Shelter (to be demolished)' in the site plan of SLC-6?,Orientation,,East,3
q_1124,808,SESPE-PIRU CONDOR AREA,2025-08-26 03:38:55.893609+00,23,yes,Can be answered,Multi,Identify the 'CACO Critical Habitat' areas that share a border with the 'CACO Localities' region. Which area contains the 'Sonic Boom Levels' point in the highest range?,Border,,SESPE-PIRU CONDOR AREA,3
q_1124,989,SESPE-PIRU CONDOR AREA,2025-08-27 05:50:24.76011+00,21,yes,Can be answered,Multi,Identify the 'CACO Critical Habitat' areas that share a border with the 'CACO Localities' region. Which area contains the 'Sonic Boom Levels' point in the highest range?,Border,,SESPE-PIRU CONDOR AREA,3
q_1124,1038,SESPE-PIRU CONDOR AREA,2025-08-27 23:30:48.191917+00,20,,Can be answered,Multi,Identify the 'CACO Critical Habitat' areas that share a border with the 'CACO Localities' region. Which area contains the 'Sonic Boom Levels' point in the highest range?,Border,,SESPE-PIRU CONDOR AREA,3
q_1127,789,4,2025-08-26 02:46:13.349378+00,16,,Can be answered,Single,The 'Peak Overpressure' of the SLC-4 Falcon 9 First Stage Landing Sonic Boom is classified into seven levels. Identify the 'LBVI Localities' that lie on the 'VSFB Boundary'. Within which 'Peak Overpressure' level is this locality located? Report the smallest value.,Within,,4,3
q_1127,811,4,2025-08-26 03:52:07.638586+00,23,,Can be answered,Single,The 'Peak Overpressure' of the SLC-4 Falcon 9 First Stage Landing Sonic Boom is classified into seven levels. Identify the 'LBVI Localities' that lie on the 'VSFB Boundary'. Within which 'Peak Overpressure' level is this locality located? Report the smallest value.,Within,,4,3
q_1127,874,4,2025-08-26 05:13:50.975648+00,17,,Can be answered,Single,The 'Peak Overpressure' of the SLC-4 Falcon 9 First Stage Landing Sonic Boom is classified into seven levels. Identify the 'LBVI Localities' that lie on the 'VSFB Boundary'. Within which 'Peak Overpressure' level is this locality located? Report the smallest value.,Within,,4,3
