question_ref,id,answer,timestamp,user_id,necessary,validity,map_count,question_text,spatial_relationship,noinfo_reason,expected_answer,count
q_1022,610,OLDER MESOZOIC ROCKS,2025-08-24 23:18:15.881289+00,16,yes,Can be answered,Multi,"Within the La Vida Mission Quadrangle, identify the area where the 'O'Sullivan and Beikman' region overlaps with the 'O'Sullivan and Beaumont' region. What are the types of rocks (labeled with the suffix ROCKS) in these regions?",Equal,,OLDER MESOZOIC ROCKS; YOUNGER CRETACEOUS AND TERTIARY ROCKS,2
q_1022,851,OLDER MESOZOIC ROCKS; YOUNGER CRETACEOUS AND TERTIARY ROCKS,2025-08-26 05:02:18.856256+00,17,yes,Can be answered,Multi,"Within the La Vida Mission Quadrangle, identify the area where the 'O'Sullivan and Beikman' region overlaps with the 'O'Sullivan and Beaumont' region. What are the types of rocks (labeled with the suffix ROCKS) in these regions?",Equal,,OLDER MESOZOIC ROCKS; YOUNGER CRETACEOUS AND TERTIARY ROCKS,2
q_1026,152,2400',2025-08-21 18:21:19.118097+00,22,yes,Can be answered,Multi,"In the area surrounding Seattle's Potential Lid Area, what is the approximate straight-line distance from the westernmost Affordable Housing to the westernmost Construction?",Distance,,2900',2
q_1026,418,2800',2025-08-22 20:23:28.240691+00,15,yes,Can be answered,Multi,"In the area surrounding Seattle's Potential Lid Area, what is the approximate straight-line distance from the westernmost Affordable Housing to the westernmost Construction?",Distance,,2900',2
q_1026,473,300',2025-08-23 17:38:34.028853+00,14,yes,Can be answered,Multi,"In the area surrounding Seattle's Potential Lid Area, what is the approximate straight-line distance from the westernmost Affordable Housing to the westernmost Construction?",Distance,,2900',2
q_1029,156,South East,2025-08-21 18:25:35.603303+00,22,yes,Can be answered,Multi,Identify the 'Smoke and SO2 Monitoring' point 'Clontarf' in Ireland. What is the orientation of this point relative to the River Moy?,Orientation,,South East,2
q_1029,962,South East,2025-08-27 04:31:31.078907+00,21,yes,Map doesn't contain information to answer the question,Multi,Identify the 'Smoke and SO2 Monitoring' point 'Clontarf' in Ireland. What is the orientation of this point relative to the River Moy?,Orientation,The orientation seems vague to answer.,South East,2
q_1029,1019,,2025-08-27 23:03:55.702931+00,20,no,Map doesn't contain information to answer the question,Multi,Identify the 'Smoke and SO2 Monitoring' point 'Clontarf' in Ireland. What is the orientation of this point relative to the River Moy?,Orientation,Areas in two maps do not match,South East,2
q_1032,163,Team 1,2025-08-21 18:57:44.831922+00,22,yes,Can be answered,Multi,"In the Aurora Ave and 97th Residential Urban Village of Seattle, which Safety Audit Team's route is intersected by N. 100 Ave? Answer with the team number.",Intersect,,1,2
q_1032,612,,2025-08-24 23:57:00.895479+00,16,no,Map doesn't contain information to answer the question,Multi,"In the Aurora Ave and 97th Residential Urban Village of Seattle, which Safety Audit Team's route is intersected by N. 100 Ave? Answer with the team number.",Intersect,Maps are not visualizable.,1,2
q_1032,853,1,2025-08-26 05:03:18.723266+00,17,yes,Can be answered,Multi,"In the Aurora Ave and 97th Residential Urban Village of Seattle, which Safety Audit Team's route is intersected by N. 100 Ave? Answer with the team number.",Intersect,,1,2
q_1034,165,CHACO SLOPE,2025-08-21 18:59:24.078155+00,22,yes,Can be answered,Multi,"What is the structural element of the San Juan Basin where the source map 3 'Kirk and Condon, 1989' is fully located?",Equal,,CHACO SLOPE,2
q_1034,963,CHACO SLOPE,2025-08-27 04:42:40.092692+00,21,yes,Can be answered,Multi,"What is the structural element of the San Juan Basin where the source map 3 'Kirk and Condon, 1989' is fully located?",Equal,,CHACO SLOPE,2
q_1034,1020,,2025-08-27 23:06:42.994202+00,20,no,Map doesn't contain information to answer the question,Multi,"What is the structural element of the San Juan Basin where the source map 3 'Kirk and Condon, 1989' is fully located?",Equal,No indication where first map is located in second map,CHACO SLOPE,2
q_1037,168,Urban Center; Hub Urban Village; Residential Urban Village; Manufacturing / Industrial Center,2025-08-21 19:05:40.846865+00,22,yes,Can be answered,Multi,"In Seattle, WA, which types of Urban Villages border the Park areas?",Border,,Urban Center; Hub Urban Village; Residential Urban Village; Manufacturing / Industrial Center,2
q_1037,613,Hub Urban Village,2025-08-25 00:01:48.515904+00,16,yes,Can be answered,Multi,"In Seattle, WA, which types of Urban Villages border the Park areas?",Border,,Urban Center; Hub Urban Village; Residential Urban Village; Manufacturing / Industrial Center,2
q_1037,854,Urban Center; Hub Urban Village; Residential Urban Village; Manufacturing / Industrial Center,2025-08-26 05:03:39.735086+00,17,yes,Can be answered,Multi,"In Seattle, WA, which types of Urban Villages border the Park areas?",Border,,Urban Center; Hub Urban Village; Residential Urban Village; Manufacturing / Industrial Center,2
q_1040,176,North,2025-08-21 19:13:49.265965+00,22,yes,Can be answered,Multi,"In Cape Town, near the District Six LSDF, what is the orientation of the westernmost IRT location relative to the CPUT Square?",Orientation,,North,2
q_1040,358,North,2025-08-22 05:52:39.410694+00,12,yes,Map doesn't contain information to answer the question,Multi,"In Cape Town, near the District Six LSDF, what is the orientation of the westernmost IRT location relative to the CPUT Square?",Orientation,This question should be rephrased.,North,2
q_1040,903,,2025-08-27 01:08:01.594038+00,13,,Map doesn't contain information to answer the question,Multi,"In Cape Town, near the District Six LSDF, what is the orientation of the westernmost IRT location relative to the CPUT Square?",Orientation,Is legend of the first image cutoff? I can't find District Six LSDF and IRT location,North,2
q_1041,177,1,2025-08-21 19:14:14.819426+00,22,yes,Can be answered,Multi,"In Seattle's proposed lid area, how many Closed Highway Ramps have their centers not located within the Green Space?",Within,,1,2
q_1041,476,3,2025-08-23 17:46:53.912675+00,14,yes,Can be answered,Multi,"In Seattle's proposed lid area, how many Closed Highway Ramps have their centers not located within the Green Space?",Within,,1,2
q_1041,744,1,2025-08-26 00:43:04.270569+00,15,yes,Can be answered,Multi,"In Seattle's proposed lid area, how many Closed Highway Ramps have their centers not located within the Green Space?",Within,,1,2
q_1042,180,CONSTITUTION STREET,2025-08-21 19:17:18.826489+00,22,yes,Can be answered,Multi,"In Cape Town, on which street do Area 2 and Area 3 border each other near District Six LSDF?",Border,,CONSTITUTION STREET,2
q_1042,614,SECONDARY STREETS,2025-08-25 00:06:55.977586+00,16,yes,Can be answered,Multi,"In the District Six LSDF of Cape Town, which street forms the boundary between Area 2 and Area 3?",Border,,CONSTITUTION STREET,2
q_1042,855,CONSTITUTION STREET,2025-08-26 05:03:56.404212+00,17,yes,Can be answered,Multi,"In the District Six LSDF of Cape Town, which street forms the boundary between Area 2 and Area 3?",Border,,CONSTITUTION STREET,2
q_1045,184,Shallow brown earths,2025-08-21 19:20:25.746775+00,22,yes,Can be answered,Multi,What Great Soil Group of Ireland is GALWAY CITY COUNCIL located in?,Equal,,Shallow brown earths,2
q_1045,359,,2025-08-22 05:56:17.701435+00,12,no,Map doesn't contain information to answer the question,Multi,What Great Soil Group of Ireland is GALWAY CITY COUNCIL located in?,Equal,"The council does not have a boundary. There are many soil groups instead of one, while the question is expecting one group as an answer",Shallow brown earths,2
q_1045,904,Shallow brown earths,2025-08-27 01:08:55.999906+00,13,yes,Can be answered,Multi,What Great Soil Group of Ireland is GALWAY CITY COUNCIL located in?,Equal,,Shallow brown earths,2
q_1046,186,4431; 150 bays; 3979,2025-08-21 19:25:37.615976+00,22,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what are the Parking Management & Public Transport Plan areas that border the Landscaped Sport Recreation Area?",Border,,3979; 150 bays; 4431,2
q_1046,477,4431; 150 bays; 3979,2025-08-23 17:57:02.408575+00,14,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what are the Parking Management & Public Transport Plan areas that border the Landscaped Sport Recreation Area?",Border,,3979; 150 bays; 4431,2
q_1046,745,Landscaped Sport / Recreation Area,2025-08-26 00:45:21.42315+00,15,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what are the Parking Management & Public Transport Plan areas that border the Landscaped Sport Recreation Area?",Border,,3979; 150 bays; 4431,2
q_1051,208,North East,2025-08-21 19:57:13.203194+00,22,yes,Can be answered,Multi,"In the vicinity of Virgin Islands National Park, what is the orientation of Little Tatch Island relative to Fungi Passage?",Orientation,,North East,2
q_1051,478,North,2025-08-23 18:03:29.064371+00,14,yes,Can be answered,Multi,"In the vicinity of Virgin Islands National Park, what is the orientation of Little Tatch Island relative to Fungi Passage?",Orientation,,North East,2
q_1051,746,,2025-08-26 00:48:47.588331+00,15,yes,Map doesn't contain information to answer the question,Multi,"In the vicinity of Virgin Islands National Park, what is the orientation of Little Tatch Island relative to Fungi Passage?",Orientation,Can not identify FungiPassage in the second image,North East,2
q_1055,215,H,2025-08-21 20:01:04.560568+00,22,yes,Can be answered,Multi,"In Texas, what type of soil area contains the largest area of coal (surface)?",Equal,,H,2
q_1055,907,H,2025-08-27 01:12:13.176886+00,13,yes,Can be answered,Multi,"In Texas, what type of soil area contains the largest area of coal (surface)? Answer with the associated alphabet.",Equal,,H,2
q_1055,975,K,2025-08-27 05:28:06.141001+00,12,yes,Can be answered,Multi,"In Texas, what type of soil area contains the largest area of coal (surface)? Answer with the associated alphabet.",Equal,,H,2
q_1058,222,Prioritised Railway Line; Connector Route; IRT Trunk Route (Phase 1A),2025-08-21 20:15:38.047218+00,22,yes,Can be answered,Multi,What types of routes intersect the 'Address Spatial Economic Imbalances through Area Based Interventions' area in northwestern Cape Town?,Intersect,,Proposed Railway Line; Prioritised Railway Line; IRT Trunk Route (Phase 1A); Connector Route,2
q_1058,394,Proposed Railway Line; Prioritised Railway Line; IRT Trunk Route (Phase 1A); Connector Route,2025-08-22 10:49:55.53425+00,18,yes,Can be answered,Multi,What are the routes and lines that intersect the 'Address Spatial Economic Imbalances through Area Based Interventions' area in northwestern Cape Town?,Intersect,,Proposed Railway Line; Prioritised Railway Line; IRT Trunk Route (Phase 1A); Connector Route,2
q_1058,923,Proposed Railway Line; Prioritised Railway Line; IRT Trunk Route (Phase 1A); Connector Route,2025-08-27 01:27:03.813933+00,19,yes,Can be answered,Multi,What are the routes and lines that intersect the 'Address Spatial Economic Imbalances through Area Based Interventions' area in northwestern Cape Town?,Intersect,,Proposed Railway Line; Prioritised Railway Line; IRT Trunk Route (Phase 1A); Connector Route,2
q_1060,224,Kin Klizhin Ruins; Pueblo Bonito; Sargent Ranch; Fire Rock Well,2025-08-21 20:39:03.333703+00,22,yes,Can be answered,Multi,"Surrounding the Chaco Culture National Historical Park, which quadrangles are intersected by the 'Escadava Wash'?",Intersect,,Kin Klizhin Ruins; Pueblo Bonito; Sargent Ranch; Fire Rock Well,2
q_1060,910,Kin Klizhin Ruins; Pueblo Bonito; Sargent Ranch; Fire Rock Well,2025-08-27 01:17:11.053613+00,13,yes,Can be answered,Multi,"Surrounding the Chaco Culture National Historical Park, which quadrangles are intersected by the 'Escadava Wash'?",Intersect,,Kin Klizhin Ruins; Pueblo Bonito; Sargent Ranch; Fire Rock Well,2
q_1060,976,Pueblo Bonito; Sargent Ranch; Fire Rock Well,2025-08-27 05:30:37.92702+00,12,yes,Can be answered,Multi,"Surrounding the Chaco Culture National Historical Park, which quadrangles are intersected by the 'Escadava Wash'?",Intersect,,Kin Klizhin Ruins; Pueblo Bonito; Sargent Ranch; Fire Rock Well,2
q_1061,225,East,2025-08-21 20:40:36.126929+00,22,yes,Can be answered,Multi,"In the vicinity of Craters of the Moon National Monument, what orientation is Big Southern Butte in relative to the Great Rift?",Orientation,,East,2
q_1061,480,East,2025-08-23 18:10:32.735965+00,14,yes,Can be answered,Multi,"In the vicinity of Craters of the Moon National Monument, what orientation is Big Southern Butte in relative to the Great Rift?",Orientation,,East,2
q_1061,749,,2025-08-26 00:56:20.442543+00,15,,Map doesn't contain information to answer the question,Multi,"In the vicinity of Craters of the Moon National Monument, what orientation is Big Southern Butte in relative to the Great Rift?",Orientation,Could not identify the Big Southern Butte in figure 1,East,2
q_1066,230,Rezone from C1-65 to C2-65,2025-08-21 21:26:03.642092+00,22,yes,Can be answered,Multi,"In the surrounding area of Seattle's Bitter Lake Hub Urban Village, which Rezone area is disjoint from all bicycle routes or lanes?",Intersect,,Rezone from C1-65 to C2-65,2
q_1066,481,Rezone from C1-65 to C2-65,2025-08-23 18:11:56.017708+00,14,yes,Can be answered,Multi,"In the surrounding area of Seattle's Bitter Lake Hub Urban Village, which Rezone area is disjoint from all bicycle routes or lanes?",Intersect,,Rezone from C1-65 to C2-65,2
q_1066,751,Rezone from C2-65 to C1-65; Rezone from C1-65 to C1P-65; Rezone from C1-65 to NC3P-65; Rezone from C1-40 to NC3-40,2025-08-26 01:03:50.974032+00,15,yes,Can be answered,Multi,"In the surrounding area of Seattle's Bitter Lake Hub Urban Village, which Rezone area is disjoint from all bicycle routes or lanes?",Intersect,,Rezone from C1-65 to C2-65,2
q_1067,231,South,2025-08-21 21:26:41.047601+00,22,yes,Can be answered,Multi,"In the vicinity of Craters of the Moon National Monument, what orientation is Lake Walcott water area in relative to the Study Area?",Orientation,,South,2
q_1067,769,North,2025-08-26 01:49:59.965548+00,16,yes,Map doesn't contain information to answer the question,Multi,"In the vicinity of Craters of the Moon National Monument, what orientation is Lake Walcott water area in relative to the Study Area?",Orientation,"Although I wrote some answer, I cannot clearly identify the relative location. (and this makes ""what orientation is Lake Walcott water area in relative to the Study Area?"" a bit vague.)",South,2
q_1067,859,South,2025-08-26 05:05:33.730777+00,17,yes,Can be answered,Multi,"In the vicinity of Craters of the Moon National Monument, what orientation is Lake Walcott water area in relative to the Study Area?",Orientation,,South,2
q_1070,234,South West,2025-08-21 21:33:40.223556+00,22,yes,Can be answered,Multi,"In the Hurricane Harvey–affected areas, what is the direction of 'League City' within 'Galveston County' relative to the '0000 UTC Pos/Date' point labeled '2'?",Orientation,,South West,2
q_1070,916,South West,2025-08-27 01:22:05.305755+00,13,yes,Can be answered,Multi,"In the Hurricane Harvey-affected areas, what is the direction of 'League City' within 'Galveston County' relative to the '0000 UTC Pos/Date' point labeled '2'?",Orientation,,South West,2
q_1070,980,North East,2025-08-27 05:35:31.787153+00,12,yes,Can be answered,Multi,"In the Hurricane Harvey-affected areas, what is the direction of 'League City' within 'Galveston County' relative to the '0000 UTC Pos/Date' point labeled '2'?",Orientation,,South West,2
q_1072,236,575,2025-08-21 21:35:46.746036+00,22,yes,Can be answered,Multi,"In Cape Town, near District Six LSDF, what is the approximate distance from the southeasternmost NODE to the southwesternmost corner of the CPUT area?",Distance,,675m,2
q_1072,450,,2025-08-23 04:15:48.521849+00,17,,Map doesn't contain information to answer the question,Multi,"In Cape Town, near District Six LSDF, what is the approximate distance from the southeasternmost NODE to the southwesternmost corner of the CPUT area?",Distance,I can not measure the distance just based on these two maps.,675m,2
q_1072,770,600,2025-08-26 01:53:00.041009+00,16,yes,Can be answered,Multi,"In Cape Town, near District Six LSDF, what is the approximate distance from the southeasternmost NODE to the southwesternmost corner of the CPUT area?",Distance,,675m,2
q_1076,240,Bloemhof Street,2025-08-21 21:37:18.216646+00,22,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the road name where Oakdale and PP Smit Sports Grounds border each other?",Border,,Bloemhof street,2
q_1076,483,...oem..ot street,2025-08-23 18:18:22.142845+00,14,yes,Map doesn't contain information to answer the question,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the road name where Oakdale and PP Smit Sports Grounds border each other?",Border,Cannot tell the text,Bloemhof street,2
q_1076,753,Bloemhof Street,2025-08-26 01:06:46.715642+00,15,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the road name where Oakdale and PP Smit Sports Grounds border each other?",Border,,Bloemhof street,2
q_1085,249,Mornington,2025-08-21 21:46:54.343796+00,22,yes,Can be answered,Multi,"In Ireland, which aquaculture area location is situated in the county where the Knockharley landfill is located?",Within,,Mornington,2
q_1085,925,Mornington,2025-08-27 01:28:59.329647+00,13,yes,Can be answered,Multi,"In Ireland, what is the name of the aquaculture area situated in the county where the Knockharley landfill is located?",Within,,Mornington,2
q_1085,987,,2025-08-27 05:42:45.077302+00,12,no,Map doesn't contain information to answer the question,Multi,"In Ireland, what is the name of the aquaculture area situated in the county where the Knockharley landfill is located?",Within,Not sure what the question is asking,Mornington,2
q_1092,256,Inferno Cone; Fissure Butte,2025-08-21 21:56:09.421093+00,22,yes,Can be answered,Multi,Which quadrangles border the quadrangle area where the Sources of Geologic Mapping is 'Champion and others (1989)'?,Border,,Inferno Cone; Fissure Butte,2
q_1092,780,,2025-08-26 02:25:00.480547+00,16,yes,Map doesn't contain information to answer the question,Multi,Which quadrangles border the quadrangle area where the Sources of Geologic Mapping is 'Champion and others (1989)'?,Border,Hard to figure out the relative location between two maps,Inferno Cone; Fissure Butte,2
q_1092,864,Inferno Cone; Fissure Butte,2025-08-26 05:09:42.795466+00,17,yes,Can be answered,Multi,Which quadrangles border the quadrangle area where the Sources of Geologic Mapping is 'Champion and others (1989)'?,Border,,Inferno Cone; Fissure Butte,2
q_1094,740,8,2025-08-26 00:32:30.235796+00,23,,Can be answered,Single,"Within the Tinian Military Lease Area, how many 'CJMT Modeled Pumping Wells' do not intersect with the 'CJMT Water Mains' line?",Intersect,,8,2
q_1094,979,6,2025-08-27 05:35:16.84222+00,21,,Can be answered,Single,"Within the Tinian Military Lease Area, how many 'CJMT Modeled Pumping Wells' do not intersect with the 'CJMT Water Mains' line?",Intersect,,8,2
q_1094,1032,8,2025-08-27 23:22:56.603408+00,20,,Can be answered,Single,"Within the Tinian Military Lease Area, how many 'CJMT Modeled Pumping Wells' do not intersect with the 'CJMT Water Mains' line?",Intersect,,8,2
q_1096,631,ReA,2025-08-25 04:04:39.014022+00,14,yes,Can be answered,Multi,"Identify the 'Soil Unit (USDA)' area that contains the 'Property with Environmental Listing' point named 'W.C. Rabb, Historical Landfill'. What types of 'Soil Unit (USDA)' border the identified area?",Border,,CoB; PrB; MKC,2
q_1096,748,CoB; PrB; MKC,2025-08-26 00:54:06.98492+00,23,yes,Can be answered,Multi,"Identify the 'Soil Unit (USDA)' area that contains the 'Property with Environmental Listing' point named 'W.C. Rabb, Historical Landfill'. What types of 'Soil Unit (USDA)' border the identified area?",Border,,CoB; PrB; MKC,2
q_1096,878,CoB; PrB; MKC,2025-08-26 05:14:33.319844+00,15,yes,Can be answered,Multi,"Identify the 'Soil Unit (USDA)' area that contains the 'Property with Environmental Listing' point named 'W.C. Rabb, Historical Landfill'. What types of 'Soil Unit (USDA)' border the identified area?",Border,,CoB; PrB; MKC,2
q_1099,757,TA B2; TA A2,2025-08-26 01:17:59.322764+00,23,yes,Can be answered,Multi,The Military Lease Area in Tinian is divided into multiple 'Proposed Training Areas' (coded with a 'TA' prefix). Which Proposed Training Area is the 'Explosives Training Range' located in?,Within,,TA B2,2
q_1099,981,TAB2,2025-08-27 05:36:28.624415+00,21,yes,Can be answered,Multi,The Military Lease Area in Tinian is divided into multiple 'Proposed Training Areas' (coded with a 'TA' prefix). Which Proposed Training Area is the 'Explosives Training Range' located in?,Within,,TA B2,2
q_1099,1033,TA B2,2025-08-27 23:23:44.128804+00,20,yes,Can be answered,Multi,The Military Lease Area in Tinian is divided into multiple 'Proposed Training Areas' (coded with a 'TA' prefix). Which Proposed Training Area is the 'Explosives Training Range' located in?,Within,,TA B2,2
q_1101,632,06-V-02; 06-V-03,2025-08-25 04:06:05.133275+00,14,yes,Can be answered,Multi,All 'Connecticut River Stations' are associated with a unique code in the form '06-{ALPHABET}-{NUMBER/ALPHABET}'. What are the two 'Connecticut River Stations' located closest to the 'Vernon Dam'?,Distance,,06-V-01; 06-V-TR,2
q_1101,759,06-V-01; 06-V-TR,2025-08-26 01:24:01.520857+00,23,yes,Can be answered,Multi,All 'Connecticut River Stations' are associated with a unique code in the form '06-{ALPHABET}-{NUMBER/ALPHABET}'. What are the two 'Connecticut River Stations' located closest to the 'Vernon Dam'?,Distance,,06-V-01; 06-V-TR,2
q_1101,883,06-V-01; 06-V-TR,2025-08-26 05:23:41.618153+00,15,yes,Can be answered,Multi,All 'Connecticut River Stations' are associated with a unique code in the form '06-{ALPHABET}-{NUMBER/ALPHABET}'. What are the two 'Connecticut River Stations' located closest to the 'Vernon Dam'?,Distance,,06-V-01; 06-V-TR,2
q_1106,633,Low; Medium; High,2025-08-25 04:12:18.195197+00,14,yes,Can be answered,Multi,Identify the area classified as 'Low' in the 'Commute to Work by Public Transit' index that contains the Proposed Station 'Audubon Town Center'. What are the 'Transit Dependency Index' values for this area?,Equal,,Low; Medium; High,2
q_1106,768,Low; High,2025-08-26 01:49:46.540325+00,23,yes,Can be answered,Multi,Identify the area classified as 'Low' in the 'Commute to Work by Public Transit' index that contains the Proposed Station 'Audubon Town Center'. What are the 'Transit Dependency Index' values for this area?,Equal,,Low; Medium; High,2
q_1106,884,Low; Medium; High,2025-08-26 06:01:46.712798+00,15,yes,Can be answered,Multi,Identify the area classified as 'Low' in the 'Commute to Work by Public Transit' index that contains the Proposed Station 'Audubon Town Center'. What are the 'Transit Dependency Index' values for this area?,Equal,,Low; Medium; High,2
q_1108,404,Low Income Tracts; Low-Income Counties,2025-08-22 11:08:38.261869+00,18,yes,Can be answered,Multi,"In 'Douglas' County and 'Coos' County, areas are categorized into one or multiple of four types. In which area types is the 'Dean Creek Elk Viewing Area' located?",Within,,Low Income Tracts; Low-Income Counties,2
q_1108,774,Low-income Tracts,2025-08-26 02:10:07.6455+00,23,yes,Can be answered,Multi,"In 'Douglas' County and 'Coos' County, areas are categorized into one or multiple of four types. In which area types is the 'Dean Creek Elk Viewing Area' located?",Within,,Low Income Tracts; Low-Income Counties,2
q_1108,935,Low Income Tracts; Low-Income Counties,2025-08-27 01:33:48.00842+00,19,yes,Can be answered,Multi,"In 'Douglas' County and 'Coos' County, areas are categorized into one or multiple of four types. In which area types is the 'Dean Creek Elk Viewing Area' located?",Within,,Low Income Tracts; Low-Income Counties,2
q_1113,405,West Indian Manatee (Florida subspecies) Proposed Critical Habitat; Southeastern Beach Mouse Potential Habitat,2025-08-22 11:11:37.880451+00,18,yes,Can be answered,Multi,Identify the southernmost 'Sea Turtle Nesting Branches that are not Designated or Proposed Critical Habitat' segment. Which two species' habitat areas does this line act as a border between? Give the answer including the word 'Habitat'.,Border,,West Indian Manatee (Florida subspecies) Proposed Critical Habitat; Southeastern Beach Mouse Potential Habitat,2
q_1113,785,West Indian Manatee Designated Critical Habitat; Southeastern Beach Mouse Potential Habitat,2025-08-26 02:41:51.87241+00,23,no,Map doesn't contain information to answer the question,Multi,Identify the southernmost 'Sea Turtle Nesting Branches that are not Designated or Proposed Critical Habitat' segment. Which two species' habitat areas does this line act as a border between? Give the answer including the word 'Habitat'.,Border,"Only the part between 1.25 and 1.5 circles serve as boundary of two habitats. The southernmost end is not as boundary because the 'West Indian Manatee (Florida subspecies) Proposed Critical Habitat' is fully covered by 'West Indian Manatee Designated Critical Habitat'.
Suggested Modification:
Identify the southernmost segment of 'Sea Turtle Nesting Branches that are not Designated or Proposed Critical Habitat'. Then identify the part north of the intersection of that segment with line 1.25 of the 'Notional Starship RTLS Sonic Boom Overpressures (PSF) Zone'. Which two species' habitat areas does this part of the line act as a border between? Give the answer including the word 'Habitat'.",West Indian Manatee (Florida subspecies) Proposed Critical Habitat; Southeastern Beach Mouse Potential Habitat,2
q_1113,937,West Indian Manatee (Florida subspecies) Proposed Critical Habitat; Southeastern Beach Mouse Potential Habitat,2025-08-27 01:34:00.893413+00,19,yes,Can be answered,Multi,Identify the southernmost 'Sea Turtle Nesting Branches that are not Designated or Proposed Critical Habitat' segment. Which two species' habitat areas does this line act as a border between? Give the answer including the word 'Habitat'.,Border,,West Indian Manatee (Florida subspecies) Proposed Critical Habitat; Southeastern Beach Mouse Potential Habitat,2
q_1116,635,Santa Ynez River,2025-08-25 04:19:07.839641+00,14,yes,Can be answered,Multi,"Identify the 'Cultural Resources Study Area' in which the 'SLC-6 Launch Site' is located. Which bodies of water, excluding the Pacific Ocean, cross through the identified area?",Intersect,,Santa Ynez River; Bear Creek; Honda Creek; Jalama Creek,2
q_1116,792,Santa Ynez River; Bear Creek; Honda Creek; Jalama Creek,2025-08-26 02:49:52.967892+00,23,yes,Can be answered,Multi,"Identify the 'Cultural Resources Study Area' in which the 'SLC-6 Launch Site' is located. Which bodies of water, excluding the Pacific Ocean, cross through the identified area?",Intersect,,Santa Ynez River; Bear Creek; Honda Creek; Jalama Creek,2
q_1116,886,Santa Ynez River; Bear Creek; Honda Creek; Jalama Creek,2025-08-26 06:06:02.458792+00,15,yes,Can be answered,Multi,"Identify the 'Cultural Resources Study Area' in which the 'SLC-6 Launch Site' is located. Which bodies of water, excluding the Pacific Ocean, cross through the identified area?",Intersect,,Santa Ynez River; Bear Creek; Honda Creek; Jalama Creek,2
q_1120,803,South,2025-08-26 03:12:48.18893+00,23,yes,Can be answered,Multi,"Identify the 'New CJMT Road' that intersects with '8th Ave', and then the 'Repurposed Existing Communication Tower' closest to this road. What is the orientation of this tower relative to 'AHA 2'?",Orientation,,South,2
q_1120,950,North East,2025-08-27 01:47:59.015271+00,13,yes,Can be answered,Multi,"Identify the 'New CJMT Road' that intersects with '8th Ave', and then the 'Repurposed Existing Communication Tower' closest to this road. What is the orientation of this tower relative to 'AHA 2'?",Orientation,,South,2
q_1120,1003,South,2025-08-27 06:02:01.256065+00,12,yes,Can be answered,Multi,"Identify the 'New CJMT Road' that intersects with '8th Ave', and then the 'Repurposed Existing Communication Tower' closest to this road. What is the orientation of this tower relative to 'AHA 2'?",Orientation,,South,2
q_1121,636,CRW Reserve; CRW RCA,2025-08-25 04:25:51.791868+00,14,yes,Can be answered,Multi,Identify the northernmost 'Activity Center' within the 'HCP Permit Area' of Elliott State Forest. In which two 'Allocation Area's is this point located?,Within,,CRW Reserve; CRW RCA,2
q_1121,804,CRW RCA,2025-08-26 03:20:38.000497+00,23,yes,Can be answered,Multi,Identify the northernmost 'Activity Center' within the 'HCP Permit Area' of Elliott State Forest. In which two 'Allocation Area's is this point located?,Within,,CRW Reserve; CRW RCA,2
q_1121,887,CRW Reserve; CRW RCA,2025-08-26 06:06:47.53526+00,15,yes,Can be answered,Multi,Identify the northernmost 'Activity Center' within the 'HCP Permit Area' of Elliott State Forest. In which two 'Allocation Area's is this point located?,Within,,CRW Reserve; CRW RCA,2
q_1123,407,North Field National Historic Landmark; Unai Babui,2025-08-22 11:15:37.259007+00,18,yes,Can be answered,Multi,"In Tinian, each 'Noise Sensitive Receptor' is assigned a unique code in the format {Letter}{Number} and has an associated name (e.g., code 'T1' corresponds to 'Tinian High School'). What are the names of the two Noise Sensitive Receptors intersected by the 'Primary Utility Corridor'?",Intersect,,North Field National Historic Landmark; Unai Babui,2
q_1123,807,Ushi Point; North Field National Historic Landmark; Unai Babui,2025-08-26 03:36:09.487528+00,23,yes,Map doesn't contain information to answer the question,Multi,"In Tinian, each 'Noise Sensitive Receptor' is assigned a unique code in the format {Letter}{Number} and has an associated name (e.g., code 'T1' corresponds to 'Tinian High School'). What are the names of the two Noise Sensitive Receptors intersected by the 'Primary Utility Corridor'?",Intersect,"There are three such points located on and intersected by the 'Primary Utility Corridor': T16, T20, T26",North Field National Historic Landmark; Unai Babui,2
q_1123,939,North Field National Historic Landmark; Unai Babui,2025-08-27 01:34:28.731446+00,19,yes,Can be answered,Multi,"In Tinian, each 'Noise Sensitive Receptor' is assigned a unique code in the format {Letter}{Number} and has an associated name (e.g., code 'T1' corresponds to 'Tinian High School'). What are the names of the two Noise Sensitive Receptors intersected by the 'Primary Utility Corridor'?",Intersect,,North Field National Historic Landmark; Unai Babui,2
